State         Time     Equivalence  xx_c(j) J=SEP_NO     c_alpha_SEP           Phi_1         c_0_SEP     J=NJ      c_alpha_NJ           Phi_1          c_0_NJ  
    D        0.028     7.49806E-03  4218.75       22     1.00507E+00     4.15877E+00     5.80060E-01       33     1.00507E+00     4.15876E+00     5.79998E-01  
    D        0.028     7.49806E-03  4531.25       22     1.00538E+00     4.15877E+00     6.18111E-01       33     1.00538E+00     4.15876E+00     6.18052E-01  
    D        0.028     7.49806E-03  4843.75       22     1.00576E+00     4.15877E+00     6.63120E-01       33     1.00576E+00     4.15876E+00     6.63066E-01  
    D        0.028     7.49806E-03  5156.25       22     1.00623E+00     4.15877E+00     7.16443E-01       33     1.00623E+00     4.15876E+00     7.16395E-01  
    D        0.028     7.49806E-03  5468.75       22     1.00683E+00     4.15877E+00     7.79779E-01       33     1.00683E+00     4.15876E+00     7.79739E-01  
    D        0.028     7.49806E-03  5781.25       22     1.00758E+00     4.15877E+00     8.55271E-01       33     1.00759E+00     4.15876E+00     8.55243E-01  
    D        0.028     7.49806E-03  6093.75       22     1.00855E+00     4.15877E+00     9.45643E-01       33     1.00855E+00     4.15876E+00     9.45630E-01  
    D        0.028     7.49806E-03  6250.00       22     1.00916E+00     4.15877E+00     9.99995E-01       33     1.00916E+00     4.15876E+00     9.99993E-01  
    D        0.055     1.49211E-02     0.00       22     1.00715E+00     4.17526E+00     3.50015E-01       33     1.00715E+00     4.17526E+00     3.49983E-01  
    D        0.055     1.49211E-02   156.25       22     1.00715E+00     4.17526E+00     3.50015E-01       33     1.00715E+00     4.17526E+00     3.49983E-01  
    D        0.055     1.49211E-02   468.75       22     1.00719E+00     4.17526E+00     3.51916E-01       33     1.00719E+00     4.17526E+00     3.51883E-01  
    D        0.055     1.49211E-02   781.25       22     1.00726E+00     4.17526E+00     3.55744E-01       33     1.00726E+00     4.17526E+00     3.55712E-01  
    D        0.055     1.49211E-02  1093.75       22     1.00736E+00     4.17526E+00     3.61560E-01       33     1.00736E+00     4.17526E+00     3.61528E-01  
    D        0.055     1.49211E-02  1406.25       22     1.00751E+00     4.17526E+00     3.69453E-01       33     1.00751E+00     4.17526E+00     3.69422E-01  
    D        0.055     1.49211E-02  1718.75       22     1.00770E+00     4.17526E+00     3.79550E-01       33     1.00770E+00     4.17526E+00     3.79519E-01  
    D        0.055     1.49211E-02  2031.25       22     1.00794E+00     4.17526E+00     3.92014E-01       33     1.00794E+00     4.17526E+00     3.91983E-01  
    D        0.055     1.49211E-02  2343.75       22     1.00823E+00     4.17526E+00     4.07052E-01       33     1.00823E+00     4.17526E+00     4.07021E-01  
    D        0.055     1.49211E-02  2656.25       22     1.00859E+00     4.17526E+00     4.24922E-01       33     1.00859E+00     4.17526E+00     4.24892E-01  
    D        0.055     1.49211E-02  2968.75       22     1.00903E+00     4.17526E+00     4.45940E-01       33     1.00903E+00     4.17526E+00     4.45911E-01  
    D        0.055     1.49211E-02  3281.25       22     1.00957E+00     4.17526E+00     4.70489E-01       33     1.00957E+00     4.17526E+00     4.70461E-01  
    D        0.055     1.49211E-02  3593.75       22     1.01021E+00     4.17526E+00     4.99030E-01       33     1.01021E+00     4.17526E+00     4.99004E-01  
    D        0.055     1.49211E-02  3906.25       22     1.01099E+00     4.17526E+00     5.32112E-01       33     1.01099E+00     4.17526E+00     5.32088E-01  
    D        0.055     1.49211E-02  4218.75       22     1.01193E+00     4.17526E+00     5.70376E-01       33     1.01193E+00     4.17526E+00     5.70354E-01  
    D        0.055     1.49211E-02  4531.25       22     1.01305E+00     4.17526E+00     6.14557E-01       33     1.01305E+00     4.17526E+00     6.14538E-01  
    D        0.055     1.49211E-02  4843.75       22     1.01440E+00     4.17526E+00     6.65470E-01       33     1.01440E+00     4.17526E+00     6.65453E-01  
    D        0.055     1.49211E-02  5156.25       22     1.01600E+00     4.17526E+00     7.23969E-01       33     1.01600E+00     4.17526E+00     7.23955E-01  
    D        0.055     1.49211E-02  5468.75       22     1.01788E+00     4.17526E+00     7.90879E-01       33     1.01788E+00     4.17526E+00     7.90869E-01  
    D        0.055     1.49211E-02  5781.25       22     1.02004E+00     4.17526E+00     8.66891E-01       33     1.02004E+00     4.17526E+00     8.66885E-01  
    D        0.055     1.49211E-02  6093.75       22     1.02248E+00     4.17526E+00     9.52433E-01       33     1.02248E+00     4.17526E+00     9.52430E-01  
    D        0.055     1.49211E-02  6250.00       22     1.02384E+00     4.17526E+00     9.99995E-01       33     1.02384E+00     4.17526E+00     9.99993E-01  
    D        0.083     2.23442E-02     0.00       22     1.01064E+00     4.16715E+00     3.26579E-01       33     1.01064E+00     4.16715E+00     3.26556E-01  
    D        0.083     2.23442E-02   156.25       22     1.01064E+00     4.16715E+00     3.26579E-01       33     1.01064E+00     4.16715E+00     3.26556E-01  
    D        0.083     2.23442E-02   468.75       22     1.01070E+00     4.16715E+00     3.28619E-01       33     1.01070E+00     4.16715E+00     3.28596E-01  
    D        0.083     2.23442E-02   781.25       22     1.01083E+00     4.16715E+00     3.32737E-01       33     1.01083E+00     4.16715E+00     3.32715E-01  
    D        0.083     2.23442E-02  1093.75       22     1.01103E+00     4.16715E+00     3.39011E-01       33     1.01104E+00     4.16715E+00     3.38989E-01  
    D        0.083     2.23442E-02  1406.25       22     1.01131E+00     4.16715E+00     3.47559E-01       33     1.01131E+00     4.16715E+00     3.47537E-01  
    D        0.083     2.23442E-02  1718.75       22     1.01167E+00     4.16715E+00     3.58544E-01       33     1.01167E+00     4.16715E+00     3.58523E-01  
    D        0.083     2.23442E-02  2031.25       22     1.01212E+00     4.16715E+00     3.72176E-01       33     1.01212E+00     4.16715E+00     3.72155E-01  
    D        0.083     2.23442E-02  2343.75       22     1.01267E+00     4.16715E+00     3.88715E-01       33     1.01267E+00     4.16715E+00     3.88694E-01  
    D        0.083     2.23442E-02  2656.25       22     1.01334E+00     4.16715E+00     4.08474E-01       33     1.01334E+00     4.16715E+00     4.08454E-01  
    D        0.083     2.23442E-02  2968.75       22     1.01414E+00     4.16715E+00     4.31823E-01       33     1.01414E+00     4.16715E+00     4.31803E-01  
    D        0.083     2.23442E-02  3281.25       22     1.01509E+00     4.16715E+00     4.59182E-01       33     1.01509E+00     4.16715E+00     4.59163E-01  
    D        0.083     2.23442E-02  3593.75       22     1.01620E+00     4.16715E+00     4.91017E-01       33     1.01620E+00     4.16715E+00     4.91000E-01  
    D        0.083     2.23442E-02  3906.25       22     1.01749E+00     4.16715E+00     5.27824E-01       33     1.01749E+00     4.16715E+00     5.27809E-01  
    D        0.083     2.23442E-02  4218.75       22     1.01898E+00     4.16715E+00     5.70102E-01       33     1.01898E+00     4.16715E+00     5.70088E-01  
    D        0.083     2.23442E-02  4531.25       22     1.02067E+00     4.16715E+00     6.18313E-01       33     1.02067E+00     4.16715E+00     6.18302E-01  
    D        0.083     2.23442E-02  4843.75       22     1.02255E+00     4.16715E+00     6.72842E-01       33     1.02255E+00     4.16715E+00     6.72833E-01  
    D        0.083     2.23442E-02  5156.25       22     1.02462E+00     4.16715E+00     7.33945E-01       33     1.02462E+00     4.16715E+00     7.33938E-01  
    D        0.083     2.23442E-02  5468.75       22     1.02686E+00     4.16715E+00     8.01716E-01       33     1.02686E+00     4.16715E+00     8.01711E-01  
    D        0.083     2.23442E-02  5781.25       22     1.02923E+00     4.16715E+00     8.76065E-01       33     1.02923E+00     4.16715E+00     8.76061E-01  
    D        0.083     2.23442E-02  6093.75       22     1.03170E+00     4.16715E+00     9.56724E-01       33     1.03170E+00     4.16715E+00     9.56721E-01  
    D        0.083     2.23442E-02  6250.00       22     1.03301E+00     4.16715E+00     9.99995E-01       33     1.03301E+00     4.16715E+00     9.99993E-01  
    D        0.110     2.97673E-02     0.00       22     1.01473E+00     4.14855E+00     2.68198E-01       33     1.01473E+00     4.14854E+00     2.68175E-01  
    D        0.110     2.97673E-02   156.25       22     1.01473E+00     4.14855E+00     2.68198E-01       33     1.01473E+00     4.14854E+00     2.68175E-01  
    D        0.110     2.97673E-02   468.75       22     1.01483E+00     4.14855E+00     2.70565E-01       33     1.01483E+00     4.14854E+00     2.70543E-01  
    D        0.110     2.97673E-02   781.25       22     1.01505E+00     4.14855E+00     2.75349E-01       33     1.01505E+00     4.14854E+00     2.75326E-01  
    D        0.110     2.97673E-02  1093.75       22     1.01537E+00     4.14855E+00     2.82651E-01       33     1.01537E+00     4.14854E+00     2.82628E-01  
    D        0.110     2.97673E-02  1406.25       22     1.01582E+00     4.14855E+00     2.92622E-01       33     1.01582E+00     4.14854E+00     2.92600E-01  
    D        0.110     2.97673E-02  1718.75       22     1.01639E+00     4.14855E+00     3.05468E-01       33     1.01639E+00     4.14854E+00     3.05446E-01  
    D        0.110     2.97673E-02  2031.25       22     1.01710E+00     4.14855E+00     3.21444E-01       33     1.01710E+00     4.14854E+00     3.21423E-01  
    D        0.110     2.97673E-02  2343.75       22     1.01795E+00     4.14855E+00     3.40853E-01       33     1.01795E+00     4.14854E+00     3.40832E-01  
    D        0.110     2.97673E-02  2656.25       22     1.01897E+00     4.14855E+00     3.64040E-01       33     1.01897E+00     4.14854E+00     3.64020E-01  
    D        0.110     2.97673E-02  2968.75       22     1.02014E+00     4.14855E+00     3.91383E-01       33     1.02014E+00     4.14854E+00     3.91364E-01  
    D        0.110     2.97673E-02  3281.25       22     1.02149E+00     4.14855E+00     4.23271E-01       33     1.02149E+00     4.14854E+00     4.23253E-01  
    D        0.110     2.97673E-02  3593.75       22     1.02301E+00     4.14855E+00     4.60086E-01       33     1.02301E+00     4.14854E+00     4.60070E-01  
    D        0.110     2.97673E-02  3906.25       22     1.02470E+00     4.14855E+00     5.02176E-01       33     1.02470E+00     4.14854E+00     5.02161E-01  
    D        0.110     2.97673E-02  4218.75       22     1.02654E+00     4.14855E+00     5.49825E-01       33     1.02654E+00     4.14854E+00     5.49813E-01  
    D        0.110     2.97673E-02  4531.25       22     1.02852E+00     4.14855E+00     6.03234E-01       33     1.02852E+00     4.14854E+00     6.03223E-01  
    D        0.110     2.97673E-02  4843.75       22     1.03062E+00     4.14855E+00     6.62500E-01       33     1.03062E+00     4.14854E+00     6.62491E-01  
    D        0.110     2.97673E-02  5156.25       22     1.03281E+00     4.14855E+00     7.27620E-01       33     1.03281E+00     4.14854E+00     7.27613E-01  
    D        0.110     2.97673E-02  5468.75       22     1.03506E+00     4.14855E+00     7.98488E-01       33     1.03507E+00     4.14854E+00     7.98483E-01  
    D        0.110     2.97673E-02  5781.25       22     1.03737E+00     4.14855E+00     8.74914E-01       33     1.03737E+00     4.14854E+00     8.74911E-01  
    D        0.110     2.97673E-02  6093.75       22     1.03969E+00     4.14855E+00     9.56639E-01       33     1.03970E+00     4.14854E+00     9.56636E-01  
    D        0.110     2.97673E-02  6250.00       22     1.04089E+00     4.14855E+00     9.99995E-01       33     1.04089E+00     4.14854E+00     9.99993E-01  
    D        0.138     3.71904E-02     0.00       22     1.01935E+00     4.12755E+00     2.23032E-01       33     1.01935E+00     4.12754E+00     2.23011E-01  
    D        0.138     3.71904E-02   156.25       22     1.01935E+00     4.12755E+00     2.23032E-01       33     1.01935E+00     4.12754E+00     2.23011E-01  
    D        0.138     3.71904E-02   468.75       22     1.01950E+00     4.12755E+00     2.25748E-01       33     1.01950E+00     4.12754E+00     2.25727E-01  
    D        0.138     3.71904E-02   781.25       22     1.01982E+00     4.12755E+00     2.31237E-01       33     1.01982E+00     4.12754E+00     2.31216E-01  
    D        0.138     3.71904E-02  1093.75       22     1.02030E+00     4.12755E+00     2.39616E-01       33     1.02030E+00     4.12754E+00     2.39596E-01  
    D        0.138     3.71904E-02  1406.25       22     1.02094E+00     4.12755E+00     2.51058E-01       33     1.02094E+00     4.12754E+00     2.51038E-01  
    D        0.138     3.71904E-02  1718.75       22     1.02176E+00     4.12755E+00     2.65786E-01       33     1.02176E+00     4.12754E+00     2.65765E-01  
    D        0.138     3.71904E-02  2031.25       22     1.02275E+00     4.12755E+00     2.84065E-01       33     1.02275E+00     4.12754E+00     2.84046E-01  
    D        0.138     3.71904E-02  2343.75       22     1.02392E+00     4.12755E+00     3.06196E-01       33     1.02392E+00     4.12754E+00     3.06177E-01  
    D        0.138     3.71904E-02  2656.25       22     1.02527E+00     4.12755E+00     3.32493E-01       33     1.02527E+00     4.12754E+00     3.32475E-01  
    D        0.138     3.71904E-02  2968.75       22     1.02679E+00     4.12755E+00     3.63272E-01       33     1.02679E+00     4.12754E+00     3.63254E-01  
    D        0.138     3.71904E-02  3281.25       22     1.02847E+00     4.12755E+00     3.98825E-01       33     1.02847E+00     4.12754E+00     3.98808E-01  
    D        0.138     3.71904E-02  3593.75       22     1.03029E+00     4.12755E+00     4.39406E-01       33     1.03030E+00     4.12754E+00     4.39391E-01  
    D        0.138     3.71904E-02  3906.25       22     1.03224E+00     4.12755E+00     4.85214E-01       33     1.03224E+00     4.12754E+00     4.85200E-01  
    D        0.138     3.71904E-02  4218.75       22     1.03429E+00     4.12755E+00     5.36385E-01       33     1.03429E+00     4.12754E+00     5.36373E-01  
    D        0.138     3.71904E-02  4531.25       22     1.03641E+00     4.12755E+00     5.92989E-01       33     1.03641E+00     4.12754E+00     5.92978E-01  
    D        0.138     3.71904E-02  4843.75       22     1.03859E+00     4.12755E+00     6.55033E-01       33     1.03859E+00     4.12754E+00     6.55024E-01  
    D        0.138     3.71904E-02  5156.25       22     1.04081E+00     4.12755E+00     7.22472E-01       33     1.04081E+00     4.12754E+00     7.22464E-01  
    D        0.138     3.71904E-02  5468.75       22     1.04304E+00     4.12755E+00     7.95214E-01       33     1.04304E+00     4.12754E+00     7.95208E-01  
    D        0.138     3.71904E-02  5781.25       22     1.04528E+00     4.12755E+00     8.73136E-01       33     1.04528E+00     4.12754E+00     8.73132E-01  
    D        0.138     3.71904E-02  6093.75       22     1.04751E+00     4.12755E+00     9.56087E-01       33     1.04751E+00     4.12754E+00     9.56084E-01  
    D        0.138     3.71904E-02  6250.00       22     1.04864E+00     4.12755E+00     9.99995E-01       33     1.04864E+00     4.12754E+00     9.99993E-01  
    D        0.165     4.46134E-02     0.00       22     1.02443E+00     4.10671E+00     1.96941E-01       33     1.02443E+00     4.10670E+00     1.96922E-01  
    D        0.165     4.46134E-02   156.25       22     1.02443E+00     4.10671E+00     1.96941E-01       33     1.02443E+00     4.10670E+00     1.96922E-01  
    D        0.165     4.46134E-02   468.75       22     1.02464E+00     4.10671E+00     1.99961E-01       33     1.02464E+00     4.10670E+00     1.99942E-01  
    D        0.165     4.46134E-02   781.25       22     1.02507E+00     4.10671E+00     2.06059E-01       33     1.02507E+00     4.10670E+00     2.06040E-01  
    D        0.165     4.46134E-02  1093.75       22     1.02571E+00     4.10671E+00     2.15354E-01       33     1.02571E+00     4.10670E+00     2.15336E-01  
    D        0.165     4.46134E-02  1406.25       22     1.02656E+00     4.10671E+00     2.28016E-01       33     1.02656E+00     4.10670E+00     2.27998E-01  
    D        0.165     4.46134E-02  1718.75       22     1.02762E+00     4.10671E+00     2.44256E-01       33     1.02762E+00     4.10670E+00     2.44238E-01  
    D        0.165     4.46134E-02  2031.25       22     1.02889E+00     4.10671E+00     2.64313E-01       33     1.02889E+00     4.10670E+00     2.64295E-01  
    D        0.165     4.46134E-02  2343.75       22     1.03034E+00     4.10671E+00     2.88441E-01       33     1.03034E+00     4.10670E+00     2.88424E-01  
    D        0.165     4.46134E-02  2656.25       22     1.03197E+00     4.10671E+00     3.16890E-01       33     1.03198E+00     4.10670E+00     3.16874E-01  
    D        0.165     4.46134E-02  2968.75       22     1.03376E+00     4.10671E+00     3.49893E-01       33     1.03376E+00     4.10670E+00     3.49877E-01  
    D        0.165     4.46134E-02  3281.25       22     1.03569E+00     4.10671E+00     3.87649E-01       33     1.03569E+00     4.10670E+00     3.87635E-01  
    D        0.165     4.46134E-02  3593.75       22     1.03772E+00     4.10671E+00     4.30322E-01       33     1.03772E+00     4.10670E+00     4.30308E-01  
    D        0.165     4.46134E-02  3906.25       22     1.03983E+00     4.10671E+00     4.78031E-01       33     1.03984E+00     4.10670E+00     4.78018E-01  
    D        0.165     4.46134E-02  4218.75       22     1.04201E+00     4.10671E+00     5.30854E-01       33     1.04201E+00     4.10670E+00     5.30843E-01  
    D        0.165     4.46134E-02  4531.25       22     1.04423E+00     4.10671E+00     5.88835E-01       33     1.04423E+00     4.10670E+00     5.88825E-01  
    D        0.165     4.46134E-02  4843.75       22     1.04647E+00     4.10671E+00     6.51984E-01       33     1.04647E+00     4.10670E+00     6.51975E-01  
    D        0.165     4.46134E-02  5156.25       22     1.04872E+00     4.10671E+00     7.20287E-01       33     1.04872E+00     4.10670E+00     7.20280E-01  
    D        0.165     4.46134E-02  5468.75       22     1.05096E+00     4.10671E+00     7.93714E-01       33     1.05096E+00     4.10670E+00     7.93708E-01  
    D        0.165     4.46134E-02  5781.25       22     1.05318E+00     4.10671E+00     8.72219E-01       33     1.05319E+00     4.10670E+00     8.72214E-01  
    D        0.165     4.46134E-02  6093.75       22     1.05538E+00     4.10671E+00     9.55747E-01       33     1.05538E+00     4.10670E+00     9.55745E-01  
    D        0.165     4.46134E-02  6250.00       22     1.05649E+00     4.10671E+00     9.99995E-01       33     1.05649E+00     4.10670E+00     9.99993E-01  
    D        0.193     5.20365E-02     0.00       22     1.02991E+00     4.08680E+00     1.84008E-01       33     1.02991E+00     4.08680E+00     1.83991E-01  
    D        0.193     5.20365E-02   156.25       22     1.02991E+00     4.08680E+00     1.84008E-01       33     1.02991E+00     4.08680E+00     1.83991E-01  
    D        0.193     5.20365E-02   468.75       22     1.03018E+00     4.08680E+00     1.87264E-01       33     1.03018E+00     4.08680E+00     1.87247E-01  
    D        0.193     5.20365E-02   781.25       22     1.03071E+00     4.08680E+00     1.93831E-01       33     1.03071E+00     4.08680E+00     1.93814E-01  
    D        0.193     5.20365E-02  1093.75       22     1.03150E+00     4.08680E+00     2.03813E-01       33     1.03150E+00     4.08680E+00     2.03796E-01  
    D        0.193     5.20365E-02  1406.25       22     1.03254E+00     4.08680E+00     2.17361E-01       33     1.03255E+00     4.08680E+00     2.17344E-01  
    D        0.193     5.20365E-02  1718.75       22     1.03382E+00     4.08680E+00     2.34652E-01       33     1.03382E+00     4.08680E+00     2.34636E-01  
    D        0.193     5.20365E-02  2031.25       22     1.03531E+00     4.08680E+00     2.55884E-01       33     1.03531E+00     4.08680E+00     2.55868E-01  
    D        0.193     5.20365E-02  2343.75       22     1.03700E+00     4.08680E+00     2.81254E-01       33     1.03700E+00     4.08680E+00     2.81239E-01  
    D        0.193     5.20365E-02  2656.25       22     1.03885E+00     4.08680E+00     3.10953E-01       33     1.03885E+00     4.08680E+00     3.10938E-01  
    D        0.193     5.20365E-02  2968.75       22     1.04084E+00     4.08680E+00     3.45150E-01       33     1.04084E+00     4.08680E+00     3.45135E-01  
    D        0.193     5.20365E-02  3281.25       22     1.04295E+00     4.08680E+00     3.83991E-01       33     1.04295E+00     4.08680E+00     3.83978E-01  
    D        0.193     5.20365E-02  3593.75       22     1.04513E+00     4.08680E+00     4.27598E-01       33     1.04513E+00     4.08680E+00     4.27585E-01  
    D        0.193     5.20365E-02  3906.25       22     1.04738E+00     4.08680E+00     4.76065E-01       33     1.04738E+00     4.08680E+00     4.76053E-01  
    D        0.193     5.20365E-02  4218.75       22     1.04967E+00     4.08680E+00     5.29464E-01       33     1.04967E+00     4.08680E+00     5.29453E-01  
    D        0.193     5.20365E-02  4531.25       22     1.05197E+00     4.08680E+00     5.87849E-01       33     1.05197E+00     4.08680E+00     5.87839E-01  
    D        0.193     5.20365E-02  4843.75       22     1.05428E+00     4.08680E+00     6.51259E-01       33     1.05429E+00     4.08680E+00     6.51250E-01  
    D        0.193     5.20365E-02  5156.25       22     1.05659E+00     4.08680E+00     7.19721E-01       33     1.05659E+00     4.08680E+00     7.19714E-01  
    D        0.193     5.20365E-02  5468.75       22     1.05887E+00     4.08680E+00     7.93255E-01       33     1.05887E+00     4.08680E+00     7.93250E-01  
    D        0.193     5.20365E-02  5781.25       22     1.06113E+00     4.08680E+00     8.71874E-01       33     1.06113E+00     4.08680E+00     8.71870E-01  
    D        0.193     5.20365E-02  6093.75       22     1.06335E+00     4.08680E+00     9.55587E-01       33     1.06336E+00     4.08680E+00     9.55585E-01  
    D        0.193     5.20365E-02  6250.00       22     1.06447E+00     4.08680E+00     9.99995E-01       33     1.06447E+00     4.08680E+00     9.99993E-01  
    D        0.220     5.94596E-02     0.00       22     1.03570E+00     4.06802E+00     1.78626E-01       33     1.03570E+00     4.06801E+00     1.78610E-01  
    D        0.220     5.94596E-02   156.25       22     1.03570E+00     4.06802E+00     1.78626E-01       33     1.03570E+00     4.06801E+00     1.78610E-01  
    D        0.220     5.94596E-02   468.75       22     1.03601E+00     4.06802E+00     1.82044E-01       33     1.03601E+00     4.06801E+00     1.82028E-01  
    D        0.220     5.94596E-02   781.25       22     1.03664E+00     4.06802E+00     1.88924E-01       33     1.03664E+00     4.06801E+00     1.88908E-01  
    D        0.220     5.94596E-02  1093.75       22     1.03756E+00     4.06802E+00     1.99356E-01       33     1.03756E+00     4.06801E+00     1.99340E-01  
    D        0.220     5.94596E-02  1406.25       22     1.03876E+00     4.06802E+00     2.13461E-01       33     1.03876E+00     4.06801E+00     2.13446E-01  
    D        0.220     5.94596E-02  1718.75       22     1.04021E+00     4.06802E+00     2.31386E-01       33     1.04021E+00     4.06801E+00     2.31371E-01  
    D        0.220     5.94596E-02  2031.25       22     1.04188E+00     4.06802E+00     2.53285E-01       33     1.04188E+00     4.06801E+00     2.53270E-01  
    D        0.220     5.94596E-02  2343.75       22     1.04375E+00     4.06802E+00     2.79316E-01       33     1.04375E+00     4.06801E+00     2.79301E-01  
    D        0.220     5.94596E-02  2656.25       22     1.04578E+00     4.06802E+00     3.09628E-01       33     1.04578E+00     4.06801E+00     3.09614E-01  
    D        0.220     5.94596E-02  2968.75       22     1.04793E+00     4.06802E+00     3.44360E-01       33     1.04793E+00     4.06801E+00     3.44346E-01  
    D        0.220     5.94596E-02  3281.25       22     1.05018E+00     4.06802E+00     3.83633E-01       33     1.05018E+00     4.06801E+00     3.83620E-01  
    D        0.220     5.94596E-02  3593.75       22     1.05250E+00     4.06802E+00     4.27556E-01       33     1.05250E+00     4.06801E+00     4.27544E-01  
