State         Time      Voltage            mAhg     Equivalence      Solid_Conc       Thickness     Vol_En_Dens     Spe_En_Dens       Areal_cap
    D      0.57778      3.68744     4.33333E+01     1.55960E-01     1.84142E-01     2.61594E-03     2.35936E+02     1.70968E+02     1.56433E-01
    D      0.60528      3.67625     4.53958E+01     1.63383E-01     1.92467E-01     2.61594E-03     2.46938E+02     1.78940E+02     1.63879E-01
    D      0.63278      3.66544     4.74583E+01     1.70806E-01     2.00847E-01     2.61594E-03     2.57907E+02     1.86889E+02     1.71325E-01
    D      0.66028      3.65504     4.95208E+01     1.78229E-01     2.09307E-01     2.61594E-03     2.68845E+02     1.94815E+02     1.78770E-01
    D      0.68778      3.64508     5.15833E+01     1.85652E-01     2.17877E-01     2.61594E-03     2.79752E+02     2.02719E+02     1.86216E-01
    D      0.71528      3.63560     5.36458E+01     1.93075E-01     2.26589E-01     2.61594E-03     2.90631E+02     2.10602E+02     1.93661E-01
    D      0.74278      3.62664     5.57083E+01     2.00498E-01     2.35475E-01     2.61594E-03     3.01481E+02     2.18465E+02     2.01107E-01
    D      0.77028      3.61821     5.77708E+01     2.07921E-01     2.44562E-01     2.61594E-03     3.12305E+02     2.26308E+02     2.08553E-01
    D      0.79778      3.61031     5.98333E+01     2.15344E-01     2.53862E-01     2.61594E-03     3.23103E+02     2.34133E+02     2.15998E-01
    D      0.82528      3.60293     6.18958E+01     2.22767E-01     2.63369E-01     2.61594E-03     3.33878E+02     2.41941E+02     2.23444E-01
    D      0.85278      3.59599     6.39583E+01     2.30190E-01     2.73045E-01     2.61594E-03     3.44631E+02     2.49732E+02     2.30890E-01
    D      0.88028      3.58941     6.60208E+01     2.37613E-01     2.82818E-01     2.61594E-03     3.55363E+02     2.57510E+02     2.38335E-01
    D      0.90778      3.58307     6.80833E+01     2.45036E-01     2.92583E-01     2.61594E-03     3.66078E+02     2.65274E+02     2.45781E-01
    D      0.93528      3.57685     7.01458E+01     2.52460E-01     3.02223E-01     2.61594E-03     3.76775E+02     2.73025E+02     2.53226E-01
    D      0.96278      3.57067     7.22083E+01     2.59883E-01     3.11632E-01     2.61594E-03     3.87456E+02     2.80766E+02     2.60672E-01
    D      0.99028      3.56450     7.42708E+01     2.67306E-01     3.20743E-01     2.61594E-03     3.98123E+02     2.88495E+02     2.68118E-01
    D      1.01778      3.55835     7.63333E+01     2.74729E-01     3.29543E-01     2.61594E-03     4.08776E+02     2.96214E+02     2.75563E-01
    D      1.04528      3.55223     7.83958E+01     2.82152E-01     3.38068E-01     2.61594E-03     4.19414E+02     3.03923E+02     2.83009E-01
    D      1.07278      3.54618     8.04583E+01     2.89575E-01     3.46393E-01     2.61594E-03     4.30037E+02     3.11621E+02     2.90455E-01
    D      1.10028      3.54024     8.25208E+01     2.96998E-01     3.54617E-01     2.61594E-03     4.40644E+02     3.19307E+02     2.97900E-01
    D      1.12778      3.53444     8.45833E+01     3.04421E-01     3.62849E-01     2.61594E-03     4.51236E+02     3.26982E+02     3.05346E-01
    D      1.15528      3.52882     8.66458E+01     3.11844E-01     3.71196E-01     2.61594E-03     4.61810E+02     3.34645E+02     3.12791E-01
    D      1.18278      3.52341     8.87083E+01     3.19267E-01     3.79744E-01     2.61594E-03     4.72368E+02     3.42296E+02     3.20237E-01
    D      1.21028      3.51821     9.07708E+01     3.26690E-01     3.88543E-01     2.61594E-03     4.82909E+02     3.49934E+02     3.27683E-01
    D      1.23778      3.51319     9.28333E+01     3.34113E-01     3.97575E-01     2.61594E-03     4.93434E+02     3.57561E+02     3.35128E-01
    D      1.26528      3.50825     9.48958E+01     3.41536E-01     4.06722E-01     2.61594E-03     5.03944E+02     3.65176E+02     3.42574E-01
    D      1.29278      3.50320     9.69583E+01     3.48960E-01     4.15765E-01     2.61594E-03     5.14440E+02     3.72783E+02     3.50020E-01
    D      1.32028      3.49788     9.90208E+01     3.56383E-01     4.24425E-01     2.61594E-03     5.24926E+02     3.80381E+02     3.57465E-01
    D      1.34778      3.49223     1.01083E+02     3.63806E-01     4.32472E-01     2.61594E-03     5.35403E+02     3.87973E+02     3.64911E-01
    D      1.37528      3.48627     1.03146E+02     3.71229E-01     4.39803E-01     2.61594E-03     5.45871E+02     3.95558E+02     3.72356E-01
    D      1.40278      3.48007     1.05208E+02     3.78652E-01     4.46450E-01     2.61594E-03     5.56330E+02     4.03138E+02     3.79802E-01
    D      1.43028      3.47371     1.07271E+02     3.86075E-01     4.52532E-01     2.61594E-03     5.66779E+02     4.10709E+02     3.87248E-01
    D      1.45778      3.46720     1.09333E+02     3.93498E-01     4.58209E-01     2.61594E-03     5.77217E+02     4.18273E+02     3.94693E-01
    D      1.48528      3.46048     1.11396E+02     4.00921E-01     4.63652E-01     2.61594E-03     5.87640E+02     4.25826E+02     4.02139E-01
    D      1.51278      3.45348     1.13458E+02     4.08344E-01     4.69034E-01     2.61594E-03     5.98047E+02     4.33367E+02     4.09585E-01
    D      1.54028      3.44616     1.15521E+02     4.15767E-01     4.74498E-01     2.61594E-03     6.08434E+02     4.40894E+02     4.17030E-01
    D      1.56778      3.43850     1.17583E+02     4.23190E-01     4.80112E-01     2.61594E-03     6.18800E+02     4.48406E+02     4.24476E-01
    D      1.59528      3.43040     1.19646E+02     4.30613E-01     4.85803E-01     2.61594E-03     6.29143E+02     4.55901E+02     4.31921E-01
    D      1.62278      3.42160     1.21708E+02     4.38036E-01     4.91304E-01     2.61594E-03     6.39467E+02     4.63382E+02     4.39367E-01
    D      1.65028      3.41175     1.23771E+02     4.45460E-01     4.96226E-01     2.61594E-03     6.49773E+02     4.70850E+02     4.46813E-01
    D      1.67778      3.40068     1.25833E+02     4.52883E-01     5.00302E-01     2.61594E-03     6.60066E+02     4.78308E+02     4.54258E-01
    D      1.70528      3.38829     1.27896E+02     4.60306E-01     5.03562E-01     2.61594E-03     6.70342E+02     4.85755E+02     4.61704E-01
    D      1.73278      3.37407     1.29958E+02     4.67729E-01     5.06249E-01     2.61594E-03     6.80596E+02     4.93185E+02     4.69150E-01
    D      1.76028      3.35657     1.32021E+02     4.75152E-01     5.08701E-01     2.61594E-03     6.90815E+02     5.00591E+02     4.76595E-01
    D      1.78778      3.33405     1.34083E+02     4.82575E-01     5.11236E-01     2.61594E-03     7.00981E+02     5.07957E+02     4.84041E-01
    D      1.81528      3.30561     1.36146E+02     4.89998E-01     5.13966E-01     2.61594E-03     7.11074E+02     5.15271E+02     4.91486E-01
    D      1.84278      3.26992     1.38208E+02     4.97421E-01     5.16810E-01     2.61594E-03     7.21075E+02     5.22518E+02     4.98932E-01
    D      1.87028      3.22278     1.40271E+02     5.04844E-01     5.19795E-01     2.61594E-03     7.30954E+02     5.29677E+02     5.06378E-01
    D      1.89778      3.15303     1.42333E+02     5.12267E-01     5.23172E-01     2.61594E-03     7.40659E+02     5.36709E+02     5.13823E-01
    D      1.92528      3.03673     1.44396E+02     5.19690E-01     5.27333E-01     2.61594E-03     7.50089E+02     5.43543E+02     5.21269E-01
    D      1.92639          NaN     1.44479E+02     5.19990E-01             NaN     2.61594E-03     7.50461E+02     5.43812E+02     5.21570E-01
