State         Time     Equivalence  xx_c(j) J=SEP_NO     c_alpha_SEP           Phi_1         c_0_SEP     J=NJ      c_alpha_NJ           Phi_1          c_0_NJ  
    D        0.028     7.49806E-03  4218.75       22     1.00655E+00     4.13954E+00     4.31066E-01       33     1.00655E+00     4.13954E+00     4.31043E-01  
    D        0.028     7.49806E-03  4531.25       22     1.00716E+00     4.13954E+00     4.75873E-01       33     1.00716E+00     4.13954E+00     4.75851E-01  
    D        0.028     7.49806E-03  4843.75       22     1.00796E+00     4.13954E+00     5.30964E-01       33     1.00796E+00     4.13954E+00     5.30944E-01  
    D        0.028     7.49806E-03  5156.25       22     1.00901E+00     4.13954E+00     5.98995E-01       33     1.00901E+00     4.13954E+00     5.98977E-01  
    D        0.028     7.49806E-03  5468.75       22     1.01042E+00     4.13954E+00     6.83411E-01       33     1.01042E+00     4.13954E+00     6.83397E-01  
    D        0.028     7.49806E-03  5781.25       22     1.01231E+00     4.13954E+00     7.88554E-01       33     1.01231E+00     4.13954E+00     7.88544E-01  
    D        0.028     7.49806E-03  6093.75       22     1.01482E+00     4.13954E+00     9.19446E-01       33     1.01482E+00     4.13954E+00     9.19441E-01  
    D        0.028     7.49806E-03  6250.00       22     1.01643E+00     4.13954E+00     9.99995E-01       33     1.01643E+00     4.13954E+00     9.99993E-01  
    D        0.055     1.49211E-02     0.00       22     1.00739E+00     4.15376E+00     2.89743E-01       33     1.00739E+00     4.15376E+00     2.89718E-01  
    D        0.055     1.49211E-02   156.25       22     1.00739E+00     4.15376E+00     2.89743E-01       33     1.00739E+00     4.15376E+00     2.89718E-01  
    D        0.055     1.49211E-02   468.75       22     1.00744E+00     4.15376E+00     2.91813E-01       33     1.00744E+00     4.15376E+00     2.91787E-01  
    D        0.055     1.49211E-02   781.25       22     1.00753E+00     4.15376E+00     2.95985E-01       33     1.00753E+00     4.15376E+00     2.95959E-01  
    D        0.055     1.49211E-02  1093.75       22     1.00766E+00     4.15376E+00     3.02330E-01       33     1.00766E+00     4.15376E+00     3.02304E-01  
    D        0.055     1.49211E-02  1406.25       22     1.00785E+00     4.15376E+00     3.10957E-01       33     1.00785E+00     4.15376E+00     3.10931E-01  
    D        0.055     1.49211E-02  1718.75       22     1.00810E+00     4.15376E+00     3.22015E-01       33     1.00811E+00     4.15376E+00     3.21989E-01  
    D        0.055     1.49211E-02  2031.25       22     1.00843E+00     4.15376E+00     3.35703E-01       33     1.00843E+00     4.15376E+00     3.35677E-01  
    D        0.055     1.49211E-02  2343.75       22     1.00883E+00     4.15376E+00     3.52270E-01       33     1.00883E+00     4.15376E+00     3.52244E-01  
    D        0.055     1.49211E-02  2656.25       22     1.00933E+00     4.15376E+00     3.72030E-01       33     1.00933E+00     4.15376E+00     3.72004E-01  
    D        0.055     1.49211E-02  2968.75       22     1.00996E+00     4.15376E+00     3.95367E-01       33     1.00996E+00     4.15376E+00     3.95342E-01  
    D        0.055     1.49211E-02  3281.25       22     1.01073E+00     4.15376E+00     4.22748E-01       33     1.01073E+00     4.15376E+00     4.22723E-01  
    D        0.055     1.49211E-02  3593.75       22     1.01169E+00     4.15376E+00     4.54727E-01       33     1.01169E+00     4.15376E+00     4.54703E-01  
    D        0.055     1.49211E-02  3906.25       22     1.01286E+00     4.15376E+00     4.91949E-01       33     1.01286E+00     4.15376E+00     4.91926E-01  
    D        0.055     1.49211E-02  4218.75       22     1.01431E+00     4.15376E+00     5.35136E-01       33     1.01431E+00     4.15376E+00     5.35114E-01  
    D        0.055     1.49211E-02  4531.25       22     1.01607E+00     4.15376E+00     5.85042E-01       33     1.01607E+00     4.15376E+00     5.85022E-01  
    D        0.055     1.49211E-02  4843.75       22     1.01819E+00     4.15376E+00     6.42374E-01       33     1.01819E+00     4.15376E+00     6.42357E-01  
    D        0.055     1.49211E-02  5156.25       22     1.02067E+00     4.15376E+00     7.07666E-01       33     1.02067E+00     4.15376E+00     7.07651E-01  
    D        0.055     1.49211E-02  5468.75       22     1.02351E+00     4.15376E+00     7.81136E-01       33     1.02351E+00     4.15376E+00     7.81125E-01  
    D        0.055     1.49211E-02  5781.25       22     1.02666E+00     4.15376E+00     8.62613E-01       33     1.02667E+00     4.15376E+00     8.62605E-01  
    D        0.055     1.49211E-02  6093.75       22     1.03006E+00     4.15376E+00     9.51676E-01       33     1.03006E+00     4.15376E+00     9.51672E-01  
    D        0.055     1.49211E-02  6250.00       22     1.03189E+00     4.15376E+00     9.99995E-01       33     1.03189E+00     4.15376E+00     9.99993E-01  
    D        0.083     2.23442E-02     0.00       22     1.01094E+00     4.14631E+00     3.06895E-01       33     1.01094E+00     4.14631E+00     3.06865E-01  
    D        0.083     2.23442E-02   156.25       22     1.01094E+00     4.14631E+00     3.06895E-01       33     1.01094E+00     4.14631E+00     3.06865E-01  
    D        0.083     2.23442E-02   468.75       22     1.01102E+00     4.14631E+00     3.09068E-01       33     1.01102E+00     4.14631E+00     3.09038E-01  
    D        0.083     2.23442E-02   781.25       22     1.01118E+00     4.14631E+00     3.13457E-01       33     1.01118E+00     4.14631E+00     3.13427E-01  
    D        0.083     2.23442E-02  1093.75       22     1.01143E+00     4.14631E+00     3.20152E-01       33     1.01143E+00     4.14631E+00     3.20121E-01  
    D        0.083     2.23442E-02  1406.25       22     1.01178E+00     4.14631E+00     3.29288E-01       33     1.01178E+00     4.14631E+00     3.29258E-01  
    D        0.083     2.23442E-02  1718.75       22     1.01223E+00     4.14631E+00     3.41053E-01       33     1.01223E+00     4.14631E+00     3.41023E-01  
    D        0.083     2.23442E-02  2031.25       22     1.01279E+00     4.14631E+00     3.55685E-01       33     1.01279E+00     4.14631E+00     3.55655E-01  
    D        0.083     2.23442E-02  2343.75       22     1.01350E+00     4.14631E+00     3.73478E-01       33     1.01350E+00     4.14631E+00     3.73449E-01  
    D        0.083     2.23442E-02  2656.25       22     1.01436E+00     4.14631E+00     3.94782E-01       33     1.01436E+00     4.14631E+00     3.94754E-01  
    D        0.083     2.23442E-02  2968.75       22     1.01539E+00     4.14631E+00     4.19998E-01       33     1.01539E+00     4.14631E+00     4.19970E-01  
    D        0.083     2.23442E-02  3281.25       22     1.01662E+00     4.14631E+00     4.49562E-01       33     1.01663E+00     4.14631E+00     4.49536E-01  
    D        0.083     2.23442E-02  3593.75       22     1.01808E+00     4.14631E+00     4.83932E-01       33     1.01808E+00     4.14631E+00     4.83906E-01  
    D        0.083     2.23442E-02  3906.25       22     1.01976E+00     4.14631E+00     5.23539E-01       33     1.01976E+00     4.14631E+00     5.23515E-01  
    D        0.083     2.23442E-02  4218.75       22     1.02169E+00     4.14631E+00     5.68747E-01       33     1.02169E+00     4.14631E+00     5.68725E-01  
    D        0.083     2.23442E-02  4531.25       22     1.02385E+00     4.14631E+00     6.19793E-01       33     1.02385E+00     4.14631E+00     6.19774E-01  
    D        0.083     2.23442E-02  4843.75       22     1.02623E+00     4.14631E+00     6.76740E-01       33     1.02623E+00     4.14631E+00     6.76724E-01  
    D        0.083     2.23442E-02  5156.25       22     1.02880E+00     4.14631E+00     7.39451E-01       33     1.02880E+00     4.14631E+00     7.39438E-01  
    D        0.083     2.23442E-02  5468.75       22     1.03152E+00     4.14631E+00     8.07606E-01       33     1.03152E+00     4.14631E+00     8.07596E-01  
    D        0.083     2.23442E-02  5781.25       22     1.03436E+00     4.14631E+00     8.80769E-01       33     1.03437E+00     4.14631E+00     8.80762E-01  
    D        0.083     2.23442E-02  6093.75       22     1.03729E+00     4.14631E+00     9.58595E-01       33     1.03729E+00     4.14631E+00     9.58592E-01  
    D        0.083     2.23442E-02  6250.00       22     1.03882E+00     4.14631E+00     9.99995E-01       33     1.03883E+00     4.14631E+00     9.99993E-01  
    D        0.110     2.97673E-02     0.00       22     1.01530E+00     4.12473E+00     2.42197E-01       33     1.01530E+00     4.12472E+00     2.42170E-01  
    D        0.110     2.97673E-02   156.25       22     1.01530E+00     4.12473E+00     2.42197E-01       33     1.01530E+00     4.12472E+00     2.42170E-01  
    D        0.110     2.97673E-02   468.75       22     1.01543E+00     4.12473E+00     2.44698E-01       33     1.01543E+00     4.12472E+00     2.44671E-01  
    D        0.110     2.97673E-02   781.25       22     1.01569E+00     4.12473E+00     2.49757E-01       33     1.01569E+00     4.12472E+00     2.49730E-01  
    D        0.110     2.97673E-02  1093.75       22     1.01609E+00     4.12473E+00     2.57493E-01       33     1.01609E+00     4.12472E+00     2.57466E-01  
    D        0.110     2.97673E-02  1406.25       22     1.01663E+00     4.12473E+00     2.68082E-01       33     1.01663E+00     4.12472E+00     2.68055E-01  
    D        0.110     2.97673E-02  1718.75       22     1.01733E+00     4.12473E+00     2.81759E-01       33     1.01733E+00     4.12472E+00     2.81732E-01  
    D        0.110     2.97673E-02  2031.25       22     1.01819E+00     4.12473E+00     2.98812E-01       33     1.01819E+00     4.12472E+00     2.98786E-01  
    D        0.110     2.97673E-02  2343.75       22     1.01923E+00     4.12473E+00     3.19580E-01       33     1.01923E+00     4.12472E+00     3.19554E-01  
    D        0.110     2.97673E-02  2656.25       22     1.02047E+00     4.12473E+00     3.44431E-01       33     1.02047E+00     4.12472E+00     3.44406E-01  
    D        0.110     2.97673E-02  2968.75       22     1.02189E+00     4.12473E+00     3.73753E-01       33     1.02189E+00     4.12472E+00     3.73729E-01  
    D        0.110     2.97673E-02  3281.25       22     1.02352E+00     4.12473E+00     4.07916E-01       33     1.02352E+00     4.12472E+00     4.07893E-01  
    D        0.110     2.97673E-02  3593.75       22     1.02533E+00     4.12473E+00     4.47248E-01       33     1.02533E+00     4.12472E+00     4.47226E-01  
    D        0.110     2.97673E-02  3906.25       22     1.02731E+00     4.12473E+00     4.92000E-01       33     1.02732E+00     4.12472E+00     4.91980E-01  
    D        0.110     2.97673E-02  4218.75       22     1.02946E+00     4.12473E+00     5.42320E-01       33     1.02946E+00     4.12472E+00     5.42303E-01  
    D        0.110     2.97673E-02  4531.25       22     1.03173E+00     4.12473E+00     5.98243E-01       33     1.03173E+00     4.12472E+00     5.98227E-01  
    D        0.110     2.97673E-02  4843.75       22     1.03410E+00     4.12473E+00     6.59685E-01       33     1.03410E+00     4.12472E+00     6.59672E-01  
    D        0.110     2.97673E-02  5156.25       22     1.03655E+00     4.12473E+00     7.26465E-01       33     1.03656E+00     4.12472E+00     7.26453E-01  
    D        0.110     2.97673E-02  5468.75       22     1.03907E+00     4.12473E+00     7.98331E-01       33     1.03907E+00     4.12472E+00     7.98323E-01  
    D        0.110     2.97673E-02  5781.25       22     1.04162E+00     4.12473E+00     8.75037E-01       33     1.04162E+00     4.12472E+00     8.75031E-01  
    D        0.110     2.97673E-02  6093.75       22     1.04419E+00     4.12473E+00     9.56518E-01       33     1.04419E+00     4.12472E+00     9.56515E-01  
    D        0.110     2.97673E-02  6250.00       22     1.04551E+00     4.12473E+00     9.99995E-01       33     1.04551E+00     4.12472E+00     9.99993E-01  
    D        0.138     3.71904E-02     0.00       22     1.02017E+00     4.10201E+00     1.94132E-01       33     1.02017E+00     4.10200E+00     1.94110E-01  
    D        0.138     3.71904E-02   156.25       22     1.02017E+00     4.10201E+00     1.94132E-01       33     1.02017E+00     4.10200E+00     1.94110E-01  
    D        0.138     3.71904E-02   468.75       22     1.02035E+00     4.10201E+00     1.96964E-01       33     1.02036E+00     4.10200E+00     1.96942E-01  
    D        0.138     3.71904E-02   781.25       22     1.02073E+00     4.10201E+00     2.02694E-01       33     1.02073E+00     4.10200E+00     2.02672E-01  
    D        0.138     3.71904E-02  1093.75       22     1.02131E+00     4.10201E+00     2.11458E-01       33     1.02131E+00     4.10200E+00     2.11436E-01  
    D        0.138     3.71904E-02  1406.25       22     1.02208E+00     4.10201E+00     2.23454E-01       33     1.02208E+00     4.10200E+00     2.23432E-01  
    D        0.138     3.71904E-02  1718.75       22     1.02306E+00     4.10201E+00     2.38936E-01       33     1.02306E+00     4.10200E+00     2.38914E-01  
    D        0.138     3.71904E-02  2031.25       22     1.02424E+00     4.10201E+00     2.58197E-01       33     1.02424E+00     4.10200E+00     2.58176E-01  
    D        0.138     3.71904E-02  2343.75       22     1.02563E+00     4.10201E+00     2.81560E-01       33     1.02563E+00     4.10200E+00     2.81538E-01  
    D        0.138     3.71904E-02  2656.25       22     1.02721E+00     4.10201E+00     3.09348E-01       33     1.02721E+00     4.10200E+00     3.09328E-01  
    D        0.138     3.71904E-02  2968.75       22     1.02898E+00     4.10201E+00     3.41868E-01       33     1.02898E+00     4.10200E+00     3.41849E-01  
    D        0.138     3.71904E-02  3281.25       22     1.03091E+00     4.10201E+00     3.79383E-01       33     1.03091E+00     4.10200E+00     3.79364E-01  
    D        0.138     3.71904E-02  3593.75       22     1.03297E+00     4.10201E+00     4.22097E-01       33     1.03297E+00     4.10200E+00     4.22079E-01  
    D        0.138     3.71904E-02  3906.25       22     1.03515E+00     4.10201E+00     4.70141E-01       33     1.03515E+00     4.10200E+00     4.70125E-01  
    D        0.138     3.71904E-02  4218.75       22     1.03741E+00     4.10201E+00     5.23578E-01       33     1.03741E+00     4.10200E+00     5.23563E-01  
    D        0.138     3.71904E-02  4531.25       22     1.03974E+00     4.10201E+00     5.82402E-01       33     1.03974E+00     4.10200E+00     5.82389E-01  
    D        0.138     3.71904E-02  4843.75       22     1.04210E+00     4.10201E+00     6.46550E-01       33     1.04210E+00     4.10200E+00     6.46539E-01  
    D        0.138     3.71904E-02  5156.25       22     1.04449E+00     4.10201E+00     7.15919E-01       33     1.04449E+00     4.10200E+00     7.15909E-01  
    D        0.138     3.71904E-02  5468.75       22     1.04688E+00     4.10201E+00     7.90390E-01       33     1.04688E+00     4.10200E+00     7.90382E-01  
    D        0.138     3.71904E-02  5781.25       22     1.04927E+00     4.10201E+00     8.69889E-01       33     1.04928E+00     4.10200E+00     8.69884E-01  
    D        0.138     3.71904E-02  6093.75       22     1.05165E+00     4.10201E+00     9.54572E-01       33     1.05166E+00     4.10200E+00     9.54569E-01  
    D        0.138     3.71904E-02  6250.00       22     1.05285E+00     4.10201E+00     9.99995E-01       33     1.05286E+00     4.10200E+00     9.99993E-01  
    D        0.165     4.46134E-02     0.00       22     1.02543E+00     4.08060E+00     1.69737E-01       33     1.02543E+00     4.08059E+00     1.69718E-01  
    D        0.165     4.46134E-02   156.25       22     1.02543E+00     4.08060E+00     1.69737E-01       33     1.02543E+00     4.08059E+00     1.69718E-01  
    D        0.165     4.46134E-02   468.75       22     1.02568E+00     4.08060E+00     1.72851E-01       33     1.02568E+00     4.08059E+00     1.72832E-01  
    D        0.165     4.46134E-02   781.25       22     1.02619E+00     4.08060E+00     1.79148E-01       33     1.02619E+00     4.08059E+00     1.79129E-01  
    D        0.165     4.46134E-02  1093.75       22     1.02695E+00     4.08060E+00     1.88762E-01       33     1.02695E+00     4.08059E+00     1.88743E-01  
    D        0.165     4.46134E-02  1406.25       22     1.02796E+00     4.08060E+00     2.01886E-01       33     1.02796E+00     4.08059E+00     2.01867E-01  
    D        0.165     4.46134E-02  1718.75       22     1.02921E+00     4.08060E+00     2.18753E-01       33     1.02921E+00     4.08059E+00     2.18735E-01  
    D        0.165     4.46134E-02  2031.25       22     1.03069E+00     4.08060E+00     2.39623E-01       33     1.03069E+00     4.08059E+00     2.39604E-01  
    D        0.165     4.46134E-02  2343.75       22     1.03238E+00     4.08060E+00     2.64758E-01       33     1.03238E+00     4.08059E+00     2.64740E-01  
    D        0.165     4.46134E-02  2656.25       22     1.03425E+00     4.08060E+00     2.94410E-01       33     1.03425E+00     4.08059E+00     2.94392E-01  
    D        0.165     4.46134E-02  2968.75       22     1.03628E+00     4.08060E+00     3.28796E-01       33     1.03628E+00     4.08059E+00     3.28779E-01  
    D        0.165     4.46134E-02  3281.25       22     1.03843E+00     4.08060E+00     3.68095E-01       33     1.03843E+00     4.08059E+00     3.68079E-01  
    D        0.165     4.46134E-02  3593.75       22     1.04068E+00     4.08060E+00     4.12441E-01       33     1.04068E+00     4.08059E+00     4.12426E-01  
    D        0.165     4.46134E-02  3906.25       22     1.04300E+00     4.08060E+00     4.61920E-01       33     1.04300E+00     4.08059E+00     4.61906E-01  
    D        0.165     4.46134E-02  4218.75       22     1.04536E+00     4.08060E+00     5.16582E-01       33     1.04536E+00     4.08059E+00     5.16569E-01  
    D        0.165     4.46134E-02  4531.25       22     1.04774E+00     4.08060E+00     5.76442E-01       33     1.04775E+00     4.08059E+00     5.76430E-01  
    D        0.165     4.46134E-02  4843.75       22     1.05014E+00     4.08060E+00     6.41490E-01       33     1.05014E+00     4.08059E+00     6.41480E-01  
    D        0.165     4.46134E-02  5156.25       22     1.05252E+00     4.08060E+00     7.11702E-01       33     1.05253E+00     4.08059E+00     7.11693E-01  
    D        0.165     4.46134E-02  5468.75       22     1.05489E+00     4.08060E+00     7.87061E-01       33     1.05490E+00     4.08059E+00     7.87054E-01  
    D        0.165     4.46134E-02  5781.25       22     1.05724E+00     4.08060E+00     8.67613E-01       33     1.05724E+00     4.08059E+00     8.67608E-01  
    D        0.165     4.46134E-02  6093.75       22     1.05956E+00     4.08060E+00     9.53652E-01       33     1.05956E+00     4.08059E+00     9.53649E-01  
    D        0.165     4.46134E-02  6250.00       22     1.06071E+00     4.08060E+00     9.99995E-01       33     1.06071E+00     4.08059E+00     9.99993E-01  
    D        0.193     5.20365E-02     0.00       22     1.03105E+00     4.06066E+00     1.58993E-01       33     1.03105E+00     4.06065E+00     1.58976E-01  
    D        0.193     5.20365E-02   156.25       22     1.03105E+00     4.06066E+00     1.58993E-01       33     1.03105E+00     4.06065E+00     1.58976E-01  
    D        0.193     5.20365E-02   468.75       22     1.03137E+00     4.06066E+00     1.62331E-01       33     1.03137E+00     4.06065E+00     1.62313E-01  
    D        0.193     5.20365E-02   781.25       22     1.03200E+00     4.06066E+00     1.69067E-01       33     1.03200E+00     4.06065E+00     1.69049E-01  
    D        0.193     5.20365E-02  1093.75       22     1.03293E+00     4.06066E+00     1.79322E-01       33     1.03293E+00     4.06065E+00     1.79305E-01  
    D        0.193     5.20365E-02  1406.25       22     1.03415E+00     4.06066E+00     1.93261E-01       33     1.03415E+00     4.06065E+00     1.93244E-01  
    D        0.193     5.20365E-02  1718.75       22     1.03564E+00     4.06066E+00     2.11079E-01       33     1.03564E+00     4.06065E+00     2.11062E-01  
    D        0.193     5.20365E-02  2031.25       22     1.03736E+00     4.06066E+00     2.32983E-01       33     1.03736E+00     4.06065E+00     2.32966E-01  
    D        0.193     5.20365E-02  2343.75       22     1.03929E+00     4.06066E+00     2.59177E-01       33     1.03929E+00     4.06065E+00     2.59161E-01  
    D        0.193     5.20365E-02  2656.25       22     1.04138E+00     4.06066E+00     2.89848E-01       33     1.04138E+00     4.06065E+00     2.89832E-01  
    D        0.193     5.20365E-02  2968.75       22     1.04361E+00     4.06066E+00     3.25159E-01       33     1.04361E+00     4.06065E+00     3.25143E-01  
    D        0.193     5.20365E-02  3281.25       22     1.04594E+00     4.06066E+00     3.65244E-01       33     1.04594E+00     4.06065E+00     3.65230E-01  
    D        0.193     5.20365E-02  3593.75       22     1.04833E+00     4.06066E+00     4.10213E-01       33     1.04834E+00     4.06065E+00     4.10199E-01  
    D        0.193     5.20365E-02  3906.25       22     1.05078E+00     4.06066E+00     4.60146E-01       33     1.05078E+00     4.06065E+00     4.60133E-01  
    D        0.193     5.20365E-02  4218.75       22     1.05324E+00     4.06066E+00     5.15109E-01       33     1.05324E+00     4.06065E+00     5.15097E-01  
    D        0.193     5.20365E-02  4531.25       22     1.05571E+00     4.06066E+00     5.75145E-01       33     1.05571E+00     4.06065E+00     5.75135E-01  
    D        0.193     5.20365E-02  4843.75       22     1.05816E+00     4.06066E+00     6.40292E-01       33     1.05817E+00     4.06065E+00     6.40283E-01  
    D        0.193     5.20365E-02  5156.25       22     1.06060E+00     4.06066E+00     7.10581E-01       33     1.06060E+00     4.06065E+00     7.10573E-01  
    D        0.193     5.20365E-02  5468.75       22     1.06301E+00     4.06066E+00     7.86057E-01       33     1.06301E+00     4.06065E+00     7.86051E-01  
    D        0.193     5.20365E-02  5781.25       22     1.06538E+00     4.06066E+00     8.66838E-01       33     1.06538E+00     4.06065E+00     8.66833E-01  
    D        0.193     5.20365E-02  6093.75       22     1.06770E+00     4.06066E+00     9.53297E-01       33     1.06771E+00     4.06065E+00     9.53294E-01  
    D        0.193     5.20365E-02  6250.00       22     1.06886E+00     4.06066E+00     9.99995E-01       33     1.06886E+00     4.06065E+00     9.99993E-01  
    D        0.220     5.94596E-02     0.00       22     1.03696E+00     4.04204E+00     1.55214E-01       33     1.03696E+00     4.04203E+00     1.55197E-01  
    D        0.220     5.94596E-02   156.25       22     1.03696E+00     4.04204E+00     1.55214E-01       33     1.03696E+00     4.04203E+00     1.55197E-01  
    D        0.220     5.94596E-02   468.75       22     1.03733E+00     4.04204E+00     1.58705E-01       33     1.03733E+00     4.04203E+00     1.58689E-01  
    D        0.220     5.94596E-02   781.25       22     1.03807E+00     4.04204E+00     1.65739E-01       33     1.03807E+00     4.04203E+00     1.65722E-01  
    D        0.220     5.94596E-02  1093.75       22     1.03915E+00     4.04204E+00     1.76414E-01       33     1.03915E+00     4.04203E+00     1.76398E-01  
    D        0.220     5.94596E-02  1406.25       22     1.04054E+00     4.04204E+00     1.90866E-01       33     1.04054E+00     4.04203E+00     1.90850E-01  
    D        0.220     5.94596E-02  1718.75       22     1.04222E+00     4.04204E+00     2.09249E-01       33     1.04222E+00     4.04203E+00     2.09233E-01  
    D        0.220     5.94596E-02  2031.25       22     1.04413E+00     4.04204E+00     2.31729E-01       33     1.04413E+00     4.04203E+00     2.31713E-01  
    D        0.220     5.94596E-02  2343.75       22     1.04625E+00     4.04204E+00     2.58466E-01       33     1.04625E+00     4.04203E+00     2.58451E-01  
    D        0.220     5.94596E-02  2656.25       22     1.04852E+00     4.04204E+00     2.89611E-01       33     1.04852E+00     4.04203E+00     2.89596E-01  
    D        0.220     5.94596E-02  2968.75       22     1.05092E+00     4.04204E+00     3.25300E-01       33     1.05092E+00     4.04203E+00     3.25285E-01  
    D        0.220     5.94596E-02  3281.25       22     1.05339E+00     4.04204E+00     3.65651E-01       33     1.05340E+00     4.04203E+00     3.65637E-01  
    D        0.220     5.94596E-02  3593.75       22     1.05593E+00     4.04204E+00     4.10769E-01       33     1.05593E+00     4.04203E+00     4.10756E-01  
